comment,star
I've got a few of these because I need backup a lot and some of the women I live with need these computers. They're being sold like they're resell quality but they're not. Some of them have the whole number line not working and some have a charging problem where they can't charge correctly.,1
"This one is going back! I needed an inexpensive Chromebook for a Ham Radio project and I like Dell so this seemed like a good deal. It is a low end Chromebook so I expected it to be slow and have low storage capacity. Both of those are true and I was willing to work around them. I normally steer clear of ""refurbished"" equipment unless I am very familiar with the seller but I took a chance on this one.What I didn't expect is that it would arrived damaged. Please look at the photos. At one point it had been dropped hard on the right rear corner so who knows what other internal damage still exists. (That's why I got the extended warranty.) It was shipped in bubble wrap in a plastic envelope so I don't know if the damage occurred during shipment or if it was sent that way. The box I sent it back it offers VASTLY more protection than the envelope the seller shipped it in.But it still worked so I was willing to live with it until I attempted to install some Android software from the Google Play Store. I can't! Seems this laptop is so out of date that it hasn't been eligible for updates since September 2021. As a result I cannot load anything from the play store and almost two years of security and system updates cannot be loaded. I didn't see anything in the description that warned about this so I am returning the laptop for a refund.The description reads ""This product is in ""Excellent condition"". The screen and body show no signs of cosmetic damage visible from 12 inches away."" Look at the photos: you can see that damage from 12 FEET away. And, naturally, I have to pay return postage which will be about half what I paid for it.Beware when you see a computer ""deal"" on Amazon that features a ""renewed"" product unless security and functionality is unimportant to you. This seller, ""Tech Magnet"" is now on my permanent ""NEVER AGAIN"" list of sellers on Amazon.",1
"I can say that you get that you get what you buy. Cheap mini laptop, but mine came with battery issues. Doesn't hold any charge and Chrome OS version is outdated",1
"When I received it I was given a charging brick that would NOT even plug into any outlet I had so I ended up using my iPad brick. It finally turned out but I instantly noticed battery issues the second it was at 15% or so and it would jump up to 40% randomly then back to 15% or even less or just a tiny bit more in the 20% range, after trying to even log into my iCloud account, the laptop would just be in an endless loading loop so I never managed to log into my iCloud account. In addition to all of this the laptop would randomly just shut off (more battery issues) which is when I just gave up on it completely since no matter if it was plugged in at all times, it would randomly drop to 0% and die on the spot with minutes long wait times to boot back up again, some other issues were in the keyboard, the “n” key would have to be pressed deep to type the letter or it wouldn’t budge at all, same thing for the spacebar. This purchase was a complete waste of time, even at the highest price of $440~ I basically just bought a useless piece of junk laptop that can not function at all.",1
"I bought the computer and it came the next day. On arrival it did not want to charge and when I looked at the battery health— it needed to service. Why they sent this computer out, I have no clue. Along with that, certain keys didn’t work and they were all sticky. I took a chance on buying this one from Amazon, and I was highly disappointed with the product. Take your money and spend it on another product since this seller does not properly take the time to evaluate what they put out.",1
"Well, it did arrive when they said it would.Took it out of the box, and it did have some life in the battery. OK, so far so good.Took the after-market charger out of the plastic wrap, and plugged it into the wall outlet. Plugged the other end into the Macbook Air...... hmmmm, the Macbook isnt charging. Tried another outlet, still not charging.OK, so now I tried the other Thunderbolt port, and it worked. There was also some case damage around the thunderbolt ports, So I wouldnt call it ""excellent condition"".And when you spend this kinda $$$, the ports better be working.So it got returned.",1
This computer doesn't work and we brought an extended warranty for it. They won't help unless the seller does.,1
"The media could not be loaded. I bought this laptop on May 30th 2024, it had some signs of use but I would say its normal for a refurbished product. The laptop worked fine until Sept 15th 2024 when it was not booting up. I tried a few things but the only sign was that Caps lock was flashing 6 times. When I decided to to see whats inside, I noticed that the Memory RAM is glued to the motherboard with silicon. I am still trying to figure out how to fix it but quality of the refurbished work is very bad, and definitely it seems that they just do minor repairs to re-sale those laptops without really solving the root cause of the problems. More updates to come..",1
The laptop arrives on Christmas Eve and after unbox it I charged it for hours and the screen never came on. I tried different ways to turn it on but the laptops is dead. I guess someone is going to be disappointed for Christmas. It's a shame that the Inspection Sheet in the box says that someone already inspected and tested and the item works fine but it looks like someone didn't do its job right. This was a refurbished item so I guess the lesson here is just spend a little more and buy new.,1
"I was deceived as the description and specs of this laptop says anto-glare, backlit keyboard. I opened my laptop today and the function key for the backlit kb is blank (see photo). No backlit icon on it. Tried other function keys to see if the keyboard lit up but to no avail.I ended up checking the support.hp.com site and typed in the SN to see specs. To my horror BACKLIT KEYBOARD is not listed as a specification of this laptop. I purchased the backlit keyboard specifically to use the laptop to work at times in a dark room at home at night.To return this item is very costly.Not a happy customer at all.",1
"I wouldn’t recommend purchasing these laptops. I know it’s advertised as being refurbished and in excellent condition, but the condition part is not true. I ordered one laptop, and most of the keys on the keyboard weren’t working properly. It’s not useful when you need to type and put in passwords. I replaced that laptop with a second one just like it, and experienced the same issue with the keyboard, plus the screen kept freezing. It’s not worth the money or the headache. I’d rather get a laptop brand new without the issues.",1
it was a great deal. My daughter needed it for school. the number 3 didnt work and now the screen wouldnt come on i have had to return this product and the replacement,1
"Please do not buy from this company! My first Macbook that was received was defective, as it would not charge despite using 5+ different charging methods (including the one I was given). They graciously sent me another computer; however, completely forgot to send the charger alongside it. On top of this, they sent me yet another defective computer that did not hold charge well, had a glitch in the screen, and issues with the “e” and “w” key. After trying to reach out to them for over a week, they have yet to respond to me. Do not buy from this company if you are looking for a quality computer.",1
The computer is in good condition but the battery life sucks have to leave it plugged in at all times not worth the money at all lesson learned,1
DO NOT BUY - computer arrived broken - Assuron told us to return it . We started the return and brought it to Apple - it had been recalled and was worth 60$,1
"Please do not buy from this company! My first Macbook that was received was defective, as it would not charge despite using 5+ different charging methods (including the one I was given). They graciously sent me another computer; however, completely forgot to send the charger alongside it. On top of this, they sent me yet another defective computer that did not hold charge well, had a glitch in the screen, and issues with the “e” and “w” key. After trying to reach out to them for over a week, they have yet to respond to me. Do not buy from this company if you are looking for a quality computer.",1
"*deep* scratches everywhere. chipped corners. hinges exposed. I didn't expect perfect as a renewed/ refurbished item, but these descriptors do not qualify as excellent condition. the replacement was in even worse Condition than the original item. better save my pennies",1
This is so horribleDon't sell someone something that like thisPlease don't waste your money not worth it,1
This computer only lasted a year before it stopped working (no power). We tried replacing power supply and that didn't help.,1
"Less than five months old won't hold a charge. Bought a new charger, still won't charge. Waste of $300.",1
"This is my second HP Chromebook. It's supposed to have about twelve hours plus of battery life. I charged it as recommended but, three hours of use is UNACCEPTABLE! I trusted HP but, this shakes my faith in this company's reputation. I have gotten nowhere with getting help and that only adds to my frustration. They are capable of better products than what I'm experiencing. DISAPPOINTED.",1
The computer was shipped with a defective battery. Dell will not provide a new battery without me paying for it. So much for a warranty!! I wouldn't buy a refurbished computer from Dell.,1
"If I could give this tank zero stars, I would. The biggest mistake or misstep, whatever you want to call it, was buying a Chromebook with only 4Gb of RAM. The Ryzen 3, whatever specs it has, is completely throttled by the lousy RAM. By the time you finish waiting for a page to load (if you have more than 3 tabs open), you'll be ready to go live in a nursing home. I don't know if 8 Gb of RAM would have mitigated this issue, but good God is this thing slow.Don't buy it. There are far better options out there at this price point. There are only two positive things that can be said about this wheezing tank. The screen is nice, and it better be because about the only thing you'll be doing on this monstrosity is watching movies on Netflix or checking your email. Second, it really is built like a tank. Heavy and solid, so when you finally get tired of waiting for a tab to load and fling it across the room, it won't break, whether you want it to or not.Those users giving this barely usable hunk of metal 5 stars can't be using it to actually get anything done. Too many 5 star reviews for this awful Chromebook to be believable.Update: 3 tabs open and it takes nearly 15 seconds just to close a tab and another 10 seconds to open a new one. Powerwash barely helps. Using this thing feels like a punishment from God.",1
"I loved my first acer. Never had a problem until the screen died 5 years later. This new one lasted less than 2 months before it would lock up, bounce, shut off the keyboard and trackpad. Calling Acer support was a joke. They had me do all the things I had already tried and then a full factory reset. Just like before it lasted less than 24 hours. I rely on this for work - and am now losing productivity!",1
There is a flaw in this product because when it was being charged I touched the side and shorted out. The screen went dark and the charging light went out and stopped working.,1
"Not recommended, keyboard/TouchPad unresponsive",1
"This was a complete FAILURE on Global Certified Authentic's part.When the product arrived at my door I was highly excited to open it and package it as a gift to my son who is an over the road driver.When I opened the product and inspected the unit I was disappointed to find the following:The casing had a deep scratch on the bottom of the unit. Multiple others all over the device.The charging port was completely useless. It looked as if there was a broken charger snapped off inside the port. The unit would not even turn on.Upon receiving the replacement unit and charging cable, the power supply did not have the proper wattage to charge the device.Again, disappointing 😞 .I contacted the company yet again concerning this issue. I was advised that they no longer had any chargers for the unit in stock and that a refund of only $15 would be provided. Would you please locate me an OEM Dell charger for this device for $15.Well, let me tell you something. The charger that was shipped with the only working unit on the first order which is what was needed for the second cost much more than the amount that was offered as a refund.The product description said excellent condition. These devices are to go through a rigorous refurbishment process to check them for faults to see what has to be replaced or repaired. Failure on Global Certified Authentic's part.Two orders and two failures. I will never recommend this company to anyone and will steer clear in the future.Amazon should delist them until they get there act together.",1
"The chromebook works just fine and the specs are the same or better than advertised, but it is very clearly not a 2021 model. It is actually a Dell 11.6"" Chromebook 11 3189 from 2018, and I have no idea why thy lied about it, I still would have bought it. I just wanted a cheap Chromebook to watch videos on, with and HDMI port, and that's what I got, but the deceit just really rubs me the wrong way. The condition of mine is pretty good but certainly not excellent. There is a small imperfection in the display, and the battery shows as 78% health. Both of which I would have expected to be fixed on a truly refurbished product. Additionally the laptop is no longer supported and will not receive updates from google any more, which is also pretty suspect considering its supposed to be 2021 model. Overall I got what I wanted, but I would recommend buying something different given the dishonesty of the description in terms of quality and the actual product.Update: The battery completely died within 3 weeks of purchase. I requested a replacement and they send me another one with 78% battery health out of the box, and it is a 2017!!! Even older than the last one.",1
"I bought this computer, needing it for school work, and was a cheap option for someone who didn’t have a big budget. It worked okay for about 4 months, had some issues such as the battery dying very fast and overheating a lot. Learned to live with it and only keep a few tabs open. Eventually, it stopped working, and wouldn’t let me do anything on the computer since the wifi wouldn’t enable. Took it to a repair place, turns out the motherboard was dying the whole time and didn’t have long left. Extremely upset that I spent 333 dollars on this product and Amazon won’t refund me or do anything at all since its about 1 month and a half past the return date. Which I understand, but obviously they need to have exceptions or make the return dates on these longer since they are CLAIMING that these are in “excellent condition” When they are on the brink of dying. Very unhappy that there has not been any problem solving on Amazon’s side. And if you buy one, if ANYTHING seems off immediately return the product because it will probably stop working justttt after the return date so they can short you a couple hundred of dollars! And what’s even better is that in order for them to fix my computer it would cost over 900 dollars…. When I payed over 300 dollars to get it in the first place. I would’ve been better off buying a brand new macbook then this crap :) Atleast it would have lasted me A LOT longer. It also came with a horrible covering on it that wasn’t even centered on the computer so I had to peel that off. I would like a refund or atleast half of my money back since this thing didn’t even last me half of a year. Waste of 300 dollars that goes to this stupid company.",1
"Had problems off and on with the mouse working properly. Checked batteries and found them to be very weak. Changed battery, and still would function only part of the time. Finally gave up, ordered a different mouse and am returning this one.",1
the mouse don't work.,1
"Difficult to initially set up: no on/off position indication on switch. No diagram to show which way to insert battery. Had to guess. Guessing did not help when initially not working.First one I ordered only worked for a few minutes. Did not work the next day.Button positions felt uncomfortable/unnatural. Seems like the left-click button (top front) was too high. I felt I had to bend my finger way back to use the scroll wheel - did not feel natural. The right-click button (left side) did not feel comfortable to press.Second one I ordered worked for a whole day. Easier set up. I just plugged in the USB adapter, started working. I got a little more comfortable using the buttons. But on the second day I used it, did not work. Was getting very warm. Put in new battery, worked for a few minutes, but got warm again. My guess is that something inside was shorting out the battery.I might have liked it had I used it for a couple of days. But it did not last that long.I do not recommend getting this.",1
"The N, V, all the numbers, left arrow and blue tooth 1. $60 for junk. Lasted 1.5 years. Poor battery life also. You have to keep it plugged in all the time.",1
"Worked great for the first month, then started having significant key delay and keys sticking. Was used in an office environment, no spills or damage and was kept charged.",1
"This keyboard is quite nice, with some excellent connectivity options. Unfortunately after about 6 months of light use it no longer charges and only works while plugged in to a usb c charger. did I do something careless with it, perhaps, it is kind of fragile. i might have let it sit uncharged for a week or two, using it infrequently. but I am disappointed and cannot recommend this device.",1
"I thought ""renewed"" means its a refurbished product but the keyboard is used, greasy and came in a torn box, worst packaging. Lookslike the keyboard was used for years and sold as ""Renewed"" not worth it. I am going to return it.",1
Fully charged when I got it for over a day. Battery life was not even a day. Returned this and just spent the money on a Magic Keyboard. Waste of time and money.,1
"I received a replacement and that unit suffers the same problem with improper de-bounce. so you get lots of duplicated key-presses. A google search reveals a Macworld article titled ""Satechi Aluminum Bluetooth Keyboard with Numeric Keypad review: A good Magic Keyboard alternative"" Quote: //Keystrokes would sometimes repeat, making typing all but impossible. I found I could eradicate those issues on a PC if I kept it plugged in, but I had no such luck on a Mac. And at any rate, keeping a Bluetooth keyboard plugged in kind of defeats the point of a Bluetooth keyboard.//I HAVE THE WIRED W1 VERSIONIT""S IMPOSSIBLE TO USE BECAUSE OF KEY PRESS DUPLICATION .I contacted Satechi support and they replied that this device is only compatible with a 2018 or later Mac thunderbolt port, and I didn't read the fine print carefully. Yet Satechi offers a type-C to type-A adapter!According to Satehchi, it's completely reasonable to require committing a 20 gigabit/s I/O port to a 5 bit/s keyboard and my-bad for misunderstanding how this technology works. Also, USB3 is not backwards compatible with previous USB, except when Satechi sells the converter?For fun, I tried it connecting these devices a to a PC type-C USB port and it caused an over-current condition and shut the port down.I am sending the original back to Amazon in exchange for this replacement, and I'm throwing the replacement in the trash and eating the $60 cost.Live and learn.* * *(This is typed on a Satechi Slim W1)Problem with inadequate de-bounce means lots of dupllicate characters. How cann the problem of de-bounce still not bee be solved!! Did I inntend to type these dups? Or is the keyboard adding them on itss own?Too bad because the kkeybooard iss very good ootherwise.Excellent mmaterials and quality feel.Apple layout with helpful labelling of alt/opt key for Windows part time usse.Stable feet are properly grippy.Backlight is excelllent. Note that the backlight adjustment keys are in the Apple standard location but do not inntegrate with the Apple keyboard driver. The backlight adjustment is handled internally in 4 appropriately spaced steps. BBut this also meanns that 'fn' kkey functionnality is not Apple compatible. These are minor compprommisses.Too bad about debounce nnot working properly. This is an literally an '80s PC problem!",1
This product is too good to be true especially for the price. Might have well as bought it on Temu because it doesn’t work. Not even when connected directly. I’ve had this product charging for 8 hours and still didn’t work. The main reason I bought this product was because of its portability and need travel size but that’s a waste of the product doesn’t work.,1
Quite literally one of the worst keyboard and touchpads I have ever used.I have a significant amount of disconnects even with fresh batteries. The keys feel horrible. The signal and angles are frustrating to accurize because if I am at a slightly poor angle: no signal. The biggest travesty is the touchpad. No way to disable touch to click and no way to invert scrolling (it scrolls opposite to a normal laptop touchpad). I cannot believe this has any good reviews and hope to deter anyone from buying one of these in the future.,1
"The keyboard keys are not the same as a Mac. Command + V gets you a checkmark, not a paste. Back to the drawing board to find a good ergonomic keyboard for my Macbook. This keyboard arrived quickly and was well packaged and so easy to hook up and was already charged! The keys are smooth but the best feature is the wrist rest. It is very soft. I do feel like the keyboard should be able to be adjusted higher. When you lift the tabs on the back to make the keyboard higher to give a better slant, the increase is minimal. The reason I am returning it is because the keyboard shortcuts on the Mac are not the same. The keyboard is really labeled for a PC but they added some additional stickers like it can do both but Command + V gets you nowhere. Total deal breaker.",1
This keyboard was terribly “loose” and felt like it would need to be babied to avoid breakage. It also had connectivity issues with my phone. I do not recommend it.,1
its delicate and breaks easily not durable otherwise very good but at the cost it did not last even 6 months,1
"Blue tooth not working, cannot be completely charged, asked for a refund",1
"It looks good- does a lot of things - but not what is important. One the keyboard is not lighted. Two - you have no way of knowing if it is Capt mode and have to type to find out - if you are using a secret wording - you do not know if something is capt or not It really is not half as good as they make it sound, I am going out to buy a different one today.",1
"This is the worst keyboard I've ever used. The build is flimsy and cheap. The key positions are obviously copied from other keyboards but without precise placement, so typo is very often. Not to mention the palm rest is lazily made. It doesn't even hold your left hand.The whole typing experience is just terrible.",1
"When I first got the keyboard, it was just what I wanted. I had stopped purchasing the Logitechs because of the butterfly key switches. I tried the Klim Chroma but the bluetooth connectivity was piss poor.Enter the K300.Mechanical - CheckGood connectivity - Check (More on this later)Lighted - CheckRechargeable - CheckThe one issue was that the left Ctrl key never worked properly. I had to jam it with force for it to register. Otherwise it was pretty good.A month in, it started having problems with sticky keys. I'd type a letter and it would go on forever. You could workaround this by turning off the keyboard and then turning it back on. This would work for a while and then the issue would come back. Well, over the last couple of months, it's become more and more frequent.The last straw with the keyboard started about two weeks ago. The Keyboard would go to sleep while I was using it! You'd see that the F3 would start blinking, meaning that the keyboard had lost connectivity and needed to be reconnected. The thing is, hitting the F3 key wouldn't restore connectivity. I had to literally punch the keyboard in order for it to register to reconnect. This would happen multiple times an hour. On top of that, the sticky key issue started occurring frequently too. I was done with this garbage.Thankfully, Logitech now offers exactly what I want. I hooked up my Corsair K55 while I waited for the Logitech MX Mechanical to arrive. I'm now typing this review from the Logitech. So far, so good.",1
Looks good but that’s it. The keys on the keyboard don’t work. You have to strike the keys multiple times before anything appears.,1
I only had this keyboard for about 2 months before it completely stopped working. The instructions on how to fix issues are for wired keyboards when this is Bluetooth. If it wasn't for this it would've gotten a good rating.,1
"I ordered this keyboard and mouse and it does not perform well. When typing, it misses keystrokes and then doubles keystrokes at other times. Also, the number lock doesn’t stay on. I will not own another Lenovo. Going back to Logitech",1
It is crap keyboard. Dont buy it. You get two out of every 10 letters you type.,1
"Don't buy this fountain unless you want water all over your desk. I turned the apump all the way down and it wouldn't pump the water...turned it up one more notch, still nothing...one more and it pours the water on the very edge of the bowl, causing it to pour out. Before you ask, yes, the surface it was on is level. I literally got out a level and checked. I also made sure that it was assembled correctly and the cord were coming out of the slot provided, which they were. So this should not be happening. I did end up putting two popsicle sticks stacked on top of each other under the one side just to get the water to land in the bowl evenly.Another thing to note is that it only came with enough rocks to cover half of the base.",1
"The item does not come with a power switch to turn it on or off as you'd like. To turn the fountain off you have to unplug it each time. The ""relaxing"" notes of the water hitting the rock you are supposed to be hearing is overpowered by the noise of the motor. In addition, the lighting is horrible. I purchased another fountain from Amazon for $50 with 14k reviews, that one is much much better than this for function. The only benefit this one gives is it looks a tad bit nicer to the eye.",1
"This fountain arrived today. At 3:15 PM, I opened box and was impressed with how it looked. I read instructions and put it together per instructions. It was great! However, after 10 minutes it quit. I thought it may be the outlet so tried 2 other outlets (disbelieving that it would quit after 10 minutes).I took it apart and put it back together again, per instructions. Nothing. Did it again. Nothing. So basically, I spent money for 10 minutes of AWW, 20 minutes of being perplexed and now angry that I will have to pack and go to UPS store to mail back.I took this picture at this angle to show it was plugged in!Note: I'd give zero stars if possible.",1
"UPDATE 2: I had to come back and lower my rating to 1 star. This is ridiculous. We've all seen the $9.99 table fountains at Walgreens that are cheaply made and don't seem to last. But at least they don't splatter all over. This fountain is no better and just as cheaply made. It's motor is exactly the same as a $10 fountain too. I am so sick of the splatters this fountain leaves all over my table every time I use this. I posted another picture to show you what happens after just three minutes of use. It's cheaply made and I would expect a LOT more paying 4 times the price. This is worth no more than $10, and had it been priced where it belongs, it would have gotten 3-4 stars. If you get what you pay for then this fountain is a scam.ORIGINAL REVIEW: (Update #1 is after this.) I hope to return and update this review to 5 stars. Beware buying “used” with only minor imperfections. The one I received had MAJOR imperfections making the fountain completely unusable. Ever. I’ve included pictures. Compared to the other reviewer pictures, you can see the drastic difference. Mine had the fountain top leaves installed way too close to the front edge where the water is supposed to spill off onto the base/rocks. Mine spills right onto the flared edge and splashes the water all over the table. Ironically, I purchased this fountain to replace another defective one I bought at the store, which splashed water everywhere but into the reservoir. It also had a defective bottom on the inside reservoir with a grainy finish that prevents the pump’s suction cups from adhering at all, even when moist. I used to be able to trust Good Condition to Like New, but lately everything is very poor condition to unusable, like this fountain. And I only saved a measily few dollars. Something like this one needs major repairs and resoldering to be usable, so it should be sold for 1/4 the price, honestly revealing its need to be fixed. I just reordered a new one and when I receive that I will update this review with its quality and performance.UPDATE: I received the new one just a few days later. This is brand new, not used from Amazon Warehouse. It is a little bit better, however the suction cups still do not stick properly to the bottom as the instructions require and explain how to do it. The bottom is too rough of a surface to stick, with or without wetting the suction cups. The instructions say to get rid of the vibration noises, to make sure the suction cups are adhered securely to the bottom of the reservoir. We can't, it won't stick. In addition, the hose attachment coming out of the fountain top that attaches to the pump is at an odd angle that won't let the pump sit flat, but pushes it up on one side. The hose should be straight down, perpendicular to the bottom of reservoir to control vibration, but it is not. It is at a 30 degree angle and not possible to bend/reposition. Therefore, our new fountain has a significant audible vibration sound that cannot be fixed, and can be annoying when you just want to hear the sweet sound of the running water. The fountain top leaves that pour into the rocks below (rocks not included,) are now mounted further back from the edge than the first one as my new image shows, but it is still mounted a bit too close to the edge, and after 20 minutes of use my table was significantly dotted with splashes of water all around the front and sides of the fountain extending out at least 3-4"", which annoys me. I'm going to see if my husband can unscrew the fountain top and reattach it properly, far enough away from the edge as is possible and rotated to sit all the way back near the edge opposite the lowest water leaf side. and out of the way of the pump cord - to avoid the splatters. It should not be a problem if we have a set of holes under the fountain top from the previous screwed placement. This should prevent splashing on my table, I think. If not, I will be contacting the company to complain about quality of craftsmanship not being consistent between buyers because images from other reviewers show a much better attached fountain top. Two purchases having the same problem should not happen.",1
"Stopped working after 2 uses and has USA plug, not an issue but not working is an issue. Will be applying for a refund.",1
"The water fountain was bit cheap looking but was ok as it worked well with the bamboo backdrop. It was a bit annoying that it cam with an international plug (US or UK not really sure)and i had to go get an Australian adaptor to use it. However , the worst was yet to come. the pump lasted two days before it stopped working. Now i have a showpiece. This is a really poor quality product",1
Water pump worked initially. After 3 days it just died!!!Tried turning on and off. Didn’t seem to make it work.,1
"It's absolutely a cheap product the water sound is not calming and if you put something underneath the water to change the sound of the water it splashe everywhere, it doesn't look like the picture that is shared on the page , right now that l want to return it even as a prime member they are charging me $8 . Not recommended at all",1
"I was so excited and happy to put it on my desk where all my books and all other important documents, took a bottle of water to fill up and the whole water leaked soaking my table and paper. It's ok to make it cheap but what kind of defective item is this!! The water reservoir has a hole.",1
Not a great size or quality,1
The waterfall is really cute. Unfortunately I didn't open right away. I took it to work for my desk and the water doesn't flow. It lights up but that's it. Disappointed,1
Unfortunately this indoor waterfall meditation fountain does NOT work! hoping to get a replacement via AMAZON PRIME,1
"Super cute but the motor died within a month. It requires quite a bit of upkeep with refilling the water - I watered the fountain when I watered the plants every other day or so. That went fine until we had a 3 day weekend when the fountain went dry and the pump died. Maybe not good office decor, better for someplace you go to daily.",1
This small fountain is cute but it began to leak a little over a month after purchase.,1
So cheap,1
"After a few weeks this weird jelly like blob developed around the base where the ball sits. I washed it off and it keeps coming back. The water does splash everywhere and if you don’t turn it to the highest setting the ball does not spin. The stone has discolored and faded, I’ve washed it and soaked in vinegar and water but it doesn’t come off. For the cost I would have hoped it lasted longer.",1
It's the first time I buy a water fountain that stops working after only a month of using it. Not worth it at all.,1
"Returned first for a refund instead of getting the refund was sent a replacement which again was a mess in the packaging, there is dirt and a sticky substance on the cord. I Will not use this, returning the second one as well",1
"Product has an overall low quality feel, light is very dim, difficult to see even in the dark and next to it, hard to tell if light is even on. Pump is louder than the sound of the water, and sounds like it is already struggling. Box came damaged, and as this was a gift it's always embarrassing to apologize for the condition of the gift when the person opens it. This was for my son and he said if I paid more than $5 for it I overpaid. So I back it went.",1
"This thing is a TOY, a horrible joke... It doesn't make a sound, and it's literally a very little toy. 🙄",1
"Product has an overall low quality feel, light is very dim, difficult to see even in the dark and next to it, hard to tell if light is even on. Pump is louder than the sound of the water, and sounds like it is already struggling. Box came damaged, and as this was a gift it's always embarrassing to apologize for the condition of the gift when the person opens it. This was for my son and he said if I paid more than $5 for it I overpaid. So I back it went.",1
"This thing is a TOY, a horrible joke... It doesn't make a sound, and it's literally a very little toy. 🙄",1
The media could not be loaded. I like the size. But it’s not making any water sounds the pump is not pumping hard enough to bring the water up. So dissatisfied and disappointed.,1
Cheap. Flimsy. Tiny. Couldn't justify keeping it.,1
Item came in broken. Material is cheap plastic. Don't buy,1
Motor did not work on either fountain.,1
"I honestly don’t like writing bad reviews but I wanted to warn potential buyers. After having it less than a month, the fountain leaked everywhere and ruined my floor and dresser. When I noticed it, the pump was running on an empty fountain which caused it to burn out. Not sure what happened but if you choose to get this fountain, it needs to be monitored 24/7 unless you want a giant mess to clean up. It was not filled up too much or anything like that. I did notice what looked to be a crack repair line on it which could’ve been the source of the leak. I even tried a different pump and the same thing happened over the course of a few hours. I’m honestly very disappointed because I love the look of this fountain in my greenhouse cabinet.",1
"This fountain is VERY cheaply made. The pieces that stack on top of one another do not fit together well and mine has always leaked. The I tried putting support pieces, gluing, balancing, nothing has really worked and the top tips water out the wrong side and misses the bowl. The finish is cheap and has peeled off almost completely and I could easily peel it totally off if I tried. It doesn't really look that great either. It looks like rock from the picture but it just badly speckled. I added river rocks to mine, which helped with the look and sound of the fountain. It sort of sounds like a toilet flushing if you leave it as is. I would spend the extra couple of bucks and buy a better fountain.",1
"Bought this item on March 2nd and here it is April 29th and I noticed the bottom light quit working and the top light only has red, waterfall still works, I only turn it on for 2 hours a day, so tell me why the lights quit working? Beautiful product easy to put together but definitely not worth the price I paid just to have a red light and waterfall, I still used to to hear the sound of the water but Miss the color light show and there's no way of replacing the bulb, very disappointed",1
"I was so excited to receive this. It worked for six days the pump no longer pumps the water. I only used it three hours a night and was very careful and it still will not work. The lights and colors are very pretty, but I can’t say much for the rest of.",1
"It feels and looks cheap and you can hear the motor over the small, barely visible trickle of water.",1
Giant gross looking beige flies in the box all dead thankfully. So upset. What a terrible experience.,1
Pump didn't draw water up when I plugged it in. Waited a good while before taking it apart to realize the hose was not attached to the pump. I attached the hose and put it back together and it's working now. It's made of cheap plastic. At least the rocks were real. Also a switch would be nice rather than having to plug/unplug***6 1/2 week update. LED lights stopped working:)Would not recommend,1
This product didn’t last me a year. The lights went out and the motor quit working.,1
Both fountains didnt come with hoses,1
Looks like a piece of cheaply made junk. I work in a quiet office and thought a fountain would be a nice touch. The motor is so much louder than the water that it defeats the whole point. Super annoying and haven’t turned it on since the first day,1
To small and it make to much noise and can’t hear the waterfall,1
This started leaking right after my return window closed. I contacted seller to ask to make it right. They never replied!Poor servicePoor qualityNot happy at all!Leaks all over,1
"The glue is just smeared all over, You can see the glue smeared all over the bowl bottoms and glass. Its very cheap. The pump is weak and sometimes stops turning the marble. For the money it should be better.",1
"I only use this for less than a month and it quit working, but of course because I ordered it earlier than I used it. I missed the refund or exchanging it. This is not a good product!",1
"Beautiful colors, but poorly made, hard to assemble no instructions in the box or online. Keeps falling apart, and it gets vey hot once you turn it on.",1
"Poorly made, hard to assemble. A strong plastic smell. You can hardly see the lights and it gets vey hot once you turn it on.",1
"Not what I expected, very very small and not worth the money. The pump is noisy and can be heard from the second floor…Disappointing to say the least for the money paid",1
I paid 70 extra dollars for this as a Christmas present and the poor quality of the result is infuriating,1
It's terrible that water is not flowing nor working,1
Very pretty but not even the slightest hint of the sound of running water which was what I purchased a fountain for. Just got it and it’s going right back!,1
Even though it says for indoor use it isn't. It splashes water even on the lowest setting.,1
Cheaply made. The wheel is plastic helf up by a dot of glue that actually keeps on stopping because the water isnt enough to keep the wheel moving. Smaller than expected as well. Doesnt hold much water which means you'll have to refill it constantly if you keep it running,1
Broke so easy,1
"Had to return it because the pump is incredibly loud. I have a fish tank with a quieter pump. There's no sound of water at least not over the pump. It's not relaxing at all. I am so tired of companies manufacturing trash and just expecting us to be too lazy to return it. I'm not too lazy.There are some people saying you need to boil the rocks and stuff. Why are you sending me dirty rocks? I'm sorry I'm not taking that time. If you can't send me clean rocks, it's not on me to make sure they don't clog your trash pump. It's just gross! And it's certainly not in the instructions to watch them. It's just something some people have figured out that have a lot more time than I do.",1
Nice little desk fountain. Read reviews for other fountains and settled with this one. Well I guess there is no great desk fountain that is on the market.,1
"The fountain is really cute and works, but it splashes well outside the edge of the fountain. I put a 20 inch tray under it and still had a puddle six inches outside the edge of the tray. It would ruin my floor if I left it running.",1
Not sure if I received a defective one or if it just works this way but the water is barely even flowing down AND the fountain is soooo small. For the price I paid… not worth it at all. I’m not happy at all. I’m super upset :(,1
Broken after one year use....,1
The fountain itself is beautiful but it ONLY worked for a few days. I returned it and quickly received a replacement but I had the same issue as the first. I was very disappointed because it is really beautiful!,1
DONT GET THIS PRODUCT PLEASE!!!!!!VERY UNSAFE !!!!!,1
